STN Code,Sampling D,Sampling M,Sampling T,Name Of Mo,Inlet/Outl,Latitude,Longitude,Type Water,Name Of Wa,River Basi,Sub Basin,District,State Name,Monitoring,Frequency,Major Poll,Location D,Use Based,Visible Ef,Weather,ApproxDept,Human Acti,Floating M,Colour,Odour,Flow (m3/s,Temperatur,Dissolved,pH,Conductivi,BOD (mg/L),NitrateN (,NitriteN (,Fecal Coli,Total Coli,Fecal Stre,Carbonate,Bicarbonat,Sulphate E,Polynuclea,Polychlori,Trihalomet,Chlorophyl,Total Plan,Productivi,E.Coli (MP,Saprobity,Diversity,PR Ratio,Turbidity,Phenolphth,Total Alka,Chlorides,COD (mg/L),Total Kjel,Ammonical-,Total Hard,Ca as CaCo,Mg as CaCo,Sulphate (,Sodium (mg,Total Diss,Total Fixe,Total Susp,Phosphate,Boron (mg/,Potassium,Fluoride (,Sodium Per,SAR,Any Other,Alpha HCH,Beta HCH (,Gamma HCH,Delta-HCH,"o,p'- DDE","p,p'- DDE","o,p'- DDD","p,p'- DDD","o,p' DDT (","p,p' - DDT",Alpha Endo,Beta Endos,Aldrin (&m,Dieldrin (,"2,4-D (&mi",Chloropyri,Corbamate,MethylPara,Anilophos,Isoprofuro,Alachlor (,Atrazine (,Monochorot,Ethion (&m,Phorate (&,Butachlor,Chlorandan,Heptachlor,Hexachloro,Phosphamid,Malathian,Ortho Phos,Arsenic (m,Cadmium (m,Copper (mg,Lead (mg/L,Chromium T,Nickel (mg,Zinc (mg/L,Mercury (m,Iron (mg/L,Aluminium,Silver (mg,Cobalt (mg,Manganese,Molybdenum,Selenium (,Cyanide (m,Any Othe_1,Naphthalen,Acenaphthy,Acenaphthe,Fluorene (,Phenanthre,Anthracene,Fluoranthe,Pyrene (&m,Benzo(a)An,Chrysene (,Benzo(b)Fl,Benzo(k)Fl,Benzo(a)Py,"Benzo(g,h,","Dibenzo(a,","Indeno(1,2",Sampling S,Reason,Last Updat
2159,"03-03-2021",Mar,13:25:00.000,"RIVER GODAVARI AT D/S OF PAITHAN AT PATHEGAON BRIDGE, VILLAGE- PATHEGAON, TALUKA- PAITHAN, DISTRICT- AURANGABAD.",,19.467269000000002,75.397266999999999,RIVER,GODAVARI,GODAVARI,GODAVARI MIDDLE,AURANGABAD,MAHARASHTRA,MAHARASHTRA,MONTHLY,None,D/s of Paithan at Pathegaon bridge,"E (Irrigation, industrial cooling and controlled waste)",None,Clear,Less than 50cm,Fishing,true,Clear,None,1.000000000000000,"28",6.600000000000000,7.960000000000000,716,"3",0.3(BDL),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",5(BDL),"160","35","12",NA,"0.24","142","64","78","119.86","9.7","530",NA,10(BDL),"0.8",0.5(BDL),"2.9","0.6",NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sampling,,18-05-2021 16:49
2160,"03-03-2021",Mar,11:46:00.000,"RIVER GODAVARI AT U/S OF AURANGABAD RESERVOIR,KAIGAON TOKKA NEAR KAIGAON BRIDGE,VILLAGE- KAIGAON,TALUKA- GANGAPUR, DISTRICT- AURANGABAD.",,19.623239999999999,75.022229999999993,RIVER,GODAVARI,GODAVARI,GODAVARI UPPER,AURANGABAD,MAHARASHTRA,MAHARASHTRA,MONTHLY,None,Kaigaon toka,"E (Irrigation, industrial cooling and controlled waste)",None,Clear,Greater than 100cm,Fishing,true,Clear,None,1.000000000000000,"30",6.800000000000000,7.960000000000000,727,"2.4","0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1(BDL),5(BDL),"132","32","8",NA,"0.24","120","60","60","86.2","6.4","540",NA,10(BDL),"0.6",0.5(BDL),"2","0.7",NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sampling,,18-05-2021 16:58
2158,"04-04-2021",Apr,16:31:00.000,"RIVER GODAVARI AT U/S OF PAITHAN AT PAITHAN INTAKE PUMP HOUSE, VILLAGE- JAYAKWADI, TALUKA- PAITHAN, DISTRICT- AURANGABAD.",,19.515409999999999,75.373069999999998,RIVER,GODAVARI,GODAVARI,GODAVARI MIDDLE,AURANGABAD,MAHARASHTRA,MAHARASHTRA,MONTHLY,None,Paithan intake pump house,"E (Irrigation, industrial cooling and controlled waste)",None,Clear,50-100cm,Fishing,false,Clear,None,1.000000000000000,"30",6.800000000000000,8.310000000000000,606,"2.2",0.3(BDL),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1(BDL),5(BDL),"158","30","8",NA,0.4(BDL),"144","76","68","98.92","5.4","440",NA,"16","0.4",0.5(BDL),"2.2","0.8",NA,NA,,0.05(BDL),0.05(BDL),0.05(BDL),NA,NA,NA,NA,NA,0.05(BDL),0.05(BDL),0.05(BDL),0.05(BDL),0.05(BDL),0.05(BDL),1.52(BDL),0.5(BDL),NA,0.5(BDL),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5(BDL),NA,NA,"0.02","0.03","0.1","0.06","0.1","0.03",NA,"0.75",NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sampling,,18-05-2021 17:23
1312,"04-04-2021",Apr,15:00:00.000,"RIVER GODAVARI  AT JAIKWADI DAM, VILLAGE- PAITHAN, TALUKA- PAITHAN, DISTRICT-AURANGABAD.",,19.485316999999998,75.370098999999996,RIVER,GODAVARI,GODAVARI,GODAVARI MIDDLE,AURANGABAD,MAHARASHTRA,MAHARASHTRA,MONTHLY,None,Jayakwadi dam,"E (Irrigation, industrial cooling and controlled waste)",None,Clear,Greater than 100cm,Fishing,false,Clear,None,1.000000000000000,"29",6.600000000000000,8.930000000000000,1037,"2.8",0.3(BDL),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1(BDL),5(BDL),"202","46","12",NA,"0.61","186","94","92","168.35","6","760",NA,"16","0.5",0.5(BDL),"2.4","0.5",NA,NA,,0.05(BDL),0.05(BDL),0.05(BDL),NA,NA,NA,NA,NA,0.05(BDL),0.05(BDL),0.05(BDL),0.05(BDL),0.05(BDL),0.05(BDL),1.52(BDL),0.5(BDL),NA,0.5(BDL),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5(BDL),NA,NA,"0.02","0.03","0.1","0.06","0.1","0.02",NA,"0.46",NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sampling,,18-05-2021 17:30
2159,"04-04-2021",Apr,13:25:00.000,"RIVER GODAVARI AT D/S OF PAITHAN AT PATHEGAON BRIDGE, VILLAGE- PATHEGAON, TALUKA- PAITHAN, DISTRICT- AURANGABAD.",,19.467269000000002,75.397266999999999,RIVER,GODAVARI,GODAVARI,GODAVARI MIDDLE,AURANGABAD,MAHARASHTRA,MAHARASHTRA,MONTHLY,Industrial Effluent,Pathegaon bridge,"E (Irrigation, industrial cooling and controlled waste)",Industrial,Clear,50-100cm,Bathing,false,Clear,None,1.000000000000000,"30",7.100000000000000,8.340000000000000,637,"2",0.3(BDL),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1(BDL),5(BDL),"150","50","8",NA,0.4(BDL),"136","74","62","104.49",5(BDL),"474",NA,"16","0.5","0.8","2","0.7",NA,NA,,0.05(BDL),0.05(BDL),0.05(BDL),NA,NA,NA,NA,NA,0.05(BDL),0.05(BDL),0.05(BDL),0.05(BDL),0.05(BDL),0.05(BDL),1.52(BDL),0.5(BDL),NA,0.5(BDL),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5(BDL),NA,NA,"0.02","0.03","0.1","0.06","0.1","0.03",NA,"0.45",NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sampling,,18-05-2021 17:38
2160,"04-04-2021",Apr,11:45:00.000,"RIVER GODAVARI AT U/S OF AURANGABAD RESERVOIR,KAIGAON TOKKA NEAR KAIGAON BRIDGE,VILLAGE- KAIGAON,TALUKA- GANGAPUR, DISTRICT- AURANGABAD.",,19.623239999999999,75.022229999999993,RIVER,GODAVARI,GODAVARI,GODAVARI UPPER,AURANGABAD,MAHARASHTRA,MAHARASHTRA,MONTHLY,None,Kaygaon toka,"E (Irrigation, industrial cooling and controlled waste)",None,Clear,Greater than 100cm,Fishing,false,Clear,None,1.000000000000000,"30",6.700000000000000,8.160000000000000,1107,"2.4",0.3(BDL),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1(BDL),5(BDL),"258","25","8",NA,"0.47","240","130","110","205.88","7.8","820",NA,"18","0.7","0.7","2.6","0.6",NA,NA,,0.05(BDL),0.05(BDL),0.05(BDL),NA,NA,NA,NA,NA,0.05(BDL),0.05(BDL),0.05(BDL),0.05(BDL),0.05(BDL),0.05(BDL),1.52(BDL),0.5(BDL),NA,0.5(BDL),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5(BDL),NA,NA,"0.02","0.03","0.1","0.06","0.1","0.04",NA,"0.58",NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sampling,,18-05-2021 17:46
2158,"05-05-2021",May,16:31:00.000,"RIVER GODAVARI AT U/S OF PAITHAN AT PAITHAN INTAKE PUMP HOUSE, VILLAGE- JAYAKWADI, TALUKA- PAITHAN, DISTRICT- AURANGABAD.",,19.515409999999999,75.373069999999998,RIVER,GODAVARI,GODAVARI,GODAVARI MIDDLE,AURANGABAD,MAHARASHTRA,MAHARASHTRA,MONTHLY,Industrial Effluent,"River Godavari At U/s Of Paithan At Paithan Intake Pump House At Jayakwadi, Paithan, Aurangabad,",A (Drinking Water source without conventional treatment but after disinfection),None,Clear,Greater than 100cm,"Cultivation,Fishing,Boating,Tourism Spot,Others",false,Clear,None,,"26",7.000000000000000,8.100000000000000,651,"2","0.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1(BDL),"6","106","36","8",NA,"0.4","120","60","60","90.88","8.1","484",NA,"12","0.3","0.7","2.3","0.7",NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sampling,,"09-09-2021 14:31"
1312,"05-05-2021",May,15:00:00.000,"RIVER GODAVARI  AT JAIKWADI DAM, VILLAGE- PAITHAN, TALUKA- PAITHAN, DISTRICT-AURANGABAD.",,19.485316999999998,75.370098999999996,RIVER,GODAVARI,GODAVARI,GODAVARI MIDDLE,AURANGABAD,MAHARASHTRA,MAHARASHTRA,MONTHLY,None,"River Godavari At Jayakwadi Dam, Paithan,auranagabad,",No Information,None,Clear,Greater than 100cm,"Cultivation,Fishing,Boating,Tourism Spot",false,Clear,Odor Free,,"25",6.900000000000000,8.070000000000000,954,"3","0.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.43","6","128","405","12",NA,"0.7","140","80","60","104.13","7","740",NA,"12","0.4","0.6","2.4","0.3",NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sampling,,"09-09-2021 14:46"
2159,"05-05-2021",May,13:25:00.000,"RIVER GODAVARI AT D/S OF PAITHAN AT PATHEGAON BRIDGE, VILLAGE- PATHEGAON, TALUKA- PAITHAN, DISTRICT- AURANGABAD.",,19.467269000000002,75.397266999999999,RIVER,GODAVARI,GODAVARI,GODAVARI MIDDLE,AURANGABAD,MAHARASHTRA,MAHARASHTRA,MONTHLY,None,"River Godavari At D/s Of Paithan At Pathegaon Bridge, Pathegaon, Paithan, Aurangabad",No Information,None,Clear,Greater than 100cm,Others,false,Clear,None,,"25",7.000000000000000,8.180000000000000,652,"2.2","0.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.2","6","124","30","8",NA,"0.5","142","80","62","91.88","6.4","480",NA,10(BDL),"0.6",0.5(BDL),"2","0.8",NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sampling,,"09-09-2021 15:05"
2160,"05-05-2021",May,11:45:00.000,"RIVER GODAVARI AT U/S OF AURANGABAD RESERVOIR,KAIGAON TOKKA NEAR KAIGAON BRIDGE,VILLAGE- KAIGAON,TALUKA- GANGAPUR, DISTRICT- AURANGABAD.",,19.623239999999999,75.022229999999993,RIVER,GODAVARI,GODAVARI,GODAVARI UPPER,AURANGABAD,MAHARASHTRA,MAHARASHTRA,MONTHLY,None,"River Godavari At U/s Of Aurangabad Reservoir, Kaigaon Tokka Near Kaigaon Bridge,kaigaon, Gangapur,",No Information,None,Clear,Greater than 100cm,"Tourism Spot,Others",false,Clear,None,,"26",6.900000000000000,8.220000000000002,655,"2.4","0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.3","6","146","45","8",NA,"0.8","162","82","80","92.3","8.6","488",NA,"12","0.3","0.6","2.9","0.4",NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sampling,,"09-09-2021 15:16"
2158,"02-06-2021",Jun,16:31:00.000,"RIVER GODAVARI AT U/S OF PAITHAN AT PAITHAN INTAKE PUMP HOUSE, VILLAGE- JAYAKWADI, TALUKA- PAITHAN, DISTRICT- AURANGABAD.",,19.515409999999999,75.373069999999998,RIVER,GODAVARI,GODAVARI,GODAVARI MIDDLE,AURANGABAD,MAHARASHTRA,MAHARASHTRA,MONTHLY,None,"River Godavari At U/s Of Paithan At Paithan Intake Pump House At Jayakwadi, Paithan, Aurangabad",No Information,None,Clear,Greater than 100cm,"Tourism Spot,Others",false,Clear,Odor Free,,"24",6.700000000000000,8.150000000000000,664,"2.8","0.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.16","6","106","33","8",NA,"0.4","120","62","58","118.4","7.2","386",NA,"20","0.84","0.8","2.5","0.62",NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sampling,,"09-09-2021 15:24"
1312,"02-06-2021",Jun,15:00:00.000,"RIVER GODAVARI  AT JAIKWADI DAM, VILLAGE- PAITHAN, TALUKA- PAITHAN, DISTRICT-AURANGABAD.",,19.485316999999998,75.370098999999996,RIVER,GODAVARI,GODAVARI,GODAVARI MIDDLE,AURANGABAD,MAHARASHTRA,MAHARASHTRA,MONTHLY,None,"River Godavari At Jayakwadi Dam, Paithan,auranagabad",No Information,None,Clear,Greater than 100cm,"Tourism Spot,Others",false,Clear,Odor Free,,"23",6.600000000000000,8.070000000000000,632,"3","0.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.12","6","130","30","12",NA,"0.7","140","82","58","106.8","6.6","360",NA,"22","0.74","0.7","2","0.64",NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sampling,,"09-09-2021 15:33"
2159,"02-06-2021",Jun,13:25:00.000,"RIVER GODAVARI AT D/S OF PAITHAN AT PATHEGAON BRIDGE, VILLAGE- PATHEGAON, TALUKA- PAITHAN, DISTRICT- AURANGABAD.",,19.467269000000002,75.397266999999999,RIVER,GODAVARI,GODAVARI,GODAVARI MIDDLE,AURANGABAD,MAHARASHTRA,MAHARASHTRA,MONTHLY,None,"River Godavari At D/s Of Paithan At Pathegaon Bridge, Pathegaon, Paithan, Aurangabad",No Information,None,Clear,Greater than 100cm,"Cultivation,Others",false,Clear,Odor Free,,"25",6.800000000000000,8.160000000000000,664,"2.4","0.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.21","6","128","28","8",NA,"0.5","142","80","62","116.73","8.4","398",NA,"20","0.92","0.6","3","0.68",NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sampling,,"09-09-2021 16:48"
2160,"02-06-2021",Jun,11:45:00.000,"RIVER GODAVARI AT U/S OF AURANGABAD RESERVOIR,KAIGAON TOKKA NEAR KAIGAON BRIDGE,VILLAGE- KAIGAON,TALUKA- GANGAPUR, DISTRICT- AURANGABAD.",,19.623239999999999,75.022229999999993,RIVER,GODAVARI,GODAVARI,GODAVARI UPPER,AURANGABAD,MAHARASHTRA,MAHARASHTRA,MONTHLY,None,"River Godavari At U/s Of Aurangabad Reservoir, Kaigaon Tokka Near Kaigaon Bridge,kaigaon, Gangapur,",No Information,None,Clear,Greater than 100cm,"Cultivation,Fishing,Others",false,Clear,None,,"22",6.700000000000000,8.130000000000003,660,"2.8","0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.01","6","112","33.5","12",NA,"0.6","136","72","64","116.44","6.5","370",NA,"24","0.74","0.9","2.1","0.64",NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sampling,,"09-09-2021 16:54"
2158,"01-07-2021",Jul,16:31:00.000,"RIVER GODAVARI AT U/S OF PAITHAN AT PAITHAN INTAKE PUMP HOUSE, VILLAGE- JAYAKWADI, TALUKA- PAITHAN, DISTRICT- AURANGABAD.",,19.515409999999999,75.373069999999998,RIVER,GODAVARI,GODAVARI,GODAVARI MIDDLE,AURANGABAD,MAHARASHTRA,MAHARASHTRA,MONTHLY,Plastic Waste,"River Godavari At U/s Of Paithan At Paithan Intake Pump House At Jayakwadi, Paithan, Aurangabad",No Information,None,Clear,Greater than 100cm,"Cultivation,Others",false,Clear,Odor Free,,"24",7.000000000000000,7.990000000000000,661,"3","0.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.25","6","114","120","12",NA,"0.79","128","64","64","127.63","9.7","474",NA,"18","0.7","0.7","2.8","0.4",NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sampling,,"09-09-2021 17:03"
1312,"01-07-2021",Jul,15:00:00.000,"RIVER GODAVARI  AT JAIKWADI DAM, VILLAGE- PAITHAN, TALUKA- PAITHAN, DISTRICT-AURANGABAD.",,19.485316999999998,75.370098999999996,RIVER,GODAVARI,GODAVARI,GODAVARI MIDDLE,AURANGABAD,MAHARASHTRA,MAHARASHTRA,MONTHLY,None,"River Godavari At Jayakwadi Dam, Paithan,auranagabad",No Information,None,Clear,Greater than 100cm,"Cultivation,Others",false,Clear,Odor Free,,"25",7.000000000000000,8.020000000000000,657,"2.4","0.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.29","6","110","124","8",NA,"0.49","128","62","66","131.49","7.9","498",NA,"14","0.6","0.6","1.8","0.5",NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sampling,,"09-09-2021 17:10"
2159,"01-07-2021",Jul,13:25:00.000,"RIVER GODAVARI AT D/S OF PAITHAN AT PATHEGAON BRIDGE, VILLAGE- PATHEGAON, TALUKA- PAITHAN, DISTRICT- AURANGABAD.",,19.467269000000002,75.397266999999999,RIVER,GODAVARI,GODAVARI,GODAVARI MIDDLE,AURANGABAD,MAHARASHTRA,MAHARASHTRA,MONTHLY,None,"River Godavari At D/s Of Paithan At Pathegaon Bridge, Pathegaon, Paithan, Aurangabad",No Information,None,Clear,Greater than 100cm,"Cultivation,Others",false,Clear,Odor Free,,"25",7.100000000000000,7.990000000000000,659,"2.2","0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.01","6","122","136","8",NA,"0.75","140","80","60","133","8.8","506",NA,"16","0.6",0.5(BDL),"2.3","0.8",NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sampling,,"09-09-2021 17:16"
2160,"01-07-2021",Jul,11:45:00.000,"RIVER GODAVARI AT U/S OF AURANGABAD RESERVOIR,KAIGAON TOKKA NEAR KAIGAON BRIDGE,VILLAGE- KAIGAON,TALUKA- GANGAPUR, DISTRICT- AURANGABAD.",,19.623239999999999,75.022229999999993,RIVER,GODAVARI,GODAVARI,GODAVARI UPPER,AURANGABAD,MAHARASHTRA,MAHARASHTRA,MONTHLY,None,"River Godavari At U/s Of Aurangabad Reservoir, Kaigaon Tokka Near Kaigaon Bridge,kaigaon, Gangapur,",No Information,None,Clear,Greater than 100cm,"Cultivation,Others",false,Clear,Odor Free,,"25",7.100000000000000,8.080000000000000,662,"2","0.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.16","6","132","124","8",NA,"0.65","144","84","60","131.62","10.4","536",NA,"16","0.9","0.8","3.2","0.6",NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sampling,,"09-09-2021 17:21"
2158,"03-08-2021",Aug,16:31:00.000,"RIVER GODAVARI AT U/S OF PAITHAN AT PAITHAN INTAKE PUMP HOUSE, VILLAGE- JAYAKWADI, TALUKA- PAITHAN, DISTRICT- AURANGABAD.",,19.515409999999999,75.373069999999998,RIVER,GODAVARI,GODAVARI,GODAVARI MIDDLE,AURANGABAD,MAHARASHTRA,MAHARASHTRA,MONTHLY,None,"River Godavari At U/s Of Paithan At Paithan Intake Pump House At Jayakwadi, Paithan, Aurangabad",No Information,None,Clear,Greater than 100cm,"Cultivation,Others",false,Clear,Odor Free,,"23",7.100000000000000,7.760000000000000,675,"3","0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.06","6","254","95","8","1.6","0.44","270","140","130","92.84","11.2","512",NA,10(BDL),"0.86","0.7","4","0.66",NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sampling,,"09-09-2021 17:27"
